bank,comments,sentiment,date,source
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Cupiditate cum et non mollitia officiis.,0,2023-06-08,Instagram
Banco BCR,Excelente servicio al cliente Sit unde ex ex.,1,2023-06-08,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Soluta incidunt aperiam occaecati quidem vitae et itaque.,1,2023-06-09,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Nam reiciendis molestias minima assumenda praesentium nam.,0,2023-06-09,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Sit commodi consectetur dolores.,1,2023-06-09,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Nihil quibusdam eaque eaque rem ipsa.,0,2023-06-10,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Fugiat corrupti distinctio dolorem consequatur quaerat maiores.,0,2023-06-10,Facebook
Banco Popular,Excelente servicio al cliente Repellat maxime blanditiis minima ad minus voluptas.,1,2023-06-10,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Saepe et eaque beatae veniam aliquam.,1,2023-06-11,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Vitae iure consectetur.,0,2023-06-11,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Eos quibusdam nobis laboriosam sequi officiis aliquam.,0,2023-06-11,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Eos iusto voluptatem dicta mollitia.,0,2023-06-12,Instagram
Banco Popular,Excelente servicio al cliente Cum soluta itaque dolorum.,1,2023-06-12,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Possimus culpa voluptatum deleniti harum.,0,2023-06-12,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Sint expedita quos facilis consectetur.,1,2023-06-13,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Et delectus itaque sapiente nostrum eos aliquam.,1,2023-06-13,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Labore praesentium labore consequuntur illo consectetur.,1,2023-06-13,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Assumenda atque ad repellat.,0,2023-06-14,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta Id explicabo error adipisci quisquam totam omnis laboriosam.,0,2023-06-14,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Iste dolores similique.,1,2023-06-14,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Assumenda inventore laboriosam dolorum libero veritatis quis.,0,2023-06-15,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Necessitatibus quaerat rem id aperiam aut.,0,2023-06-15,Twitter
Banco Popular,Excelente servicio al cliente Saepe mollitia nemo unde consectetur vel ab voluptates.,1,2023-06-15,Twitter
Banco Nacional,Excelente servicio al cliente Ducimus provident voluptatem assumenda repellendus provident.,1,2023-06-16,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Earum quibusdam repudiandae odit laborum tempore.,0,2023-06-16,Instagram
Banco Popular,La aplicación móvil es fácil de usar Nisi minus eligendi optio veritatis tempora iure.,1,2023-06-16,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Dolore enim vero.,1,2023-06-17,Instagram
Banco BCR,La aplicación móvil es fácil de usar Incidunt a debitis.,1,2023-06-17,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Quis expedita quae impedit.,0,2023-06-17,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta Saepe provident voluptatum accusantium.,0,2023-06-18,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Sunt quisquam libero.,0,2023-06-18,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Earum eveniet facilis praesentium.,0,2023-06-18,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Eum quaerat excepturi eligendi debitis.,0,2023-06-19,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Maxime accusantium cum inventore quas perferendis assumenda saepe.,0,2023-06-19,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Commodi adipisci mollitia necessitatibus accusamus.,1,2023-06-19,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Nemo quos porro saepe accusantium doloribus.,0,2023-06-20,Instagram
Banco BCR,La aplicación móvil es fácil de usar Iste sapiente consectetur.,1,2023-06-20,Instagram
Banco BCR,La aplicación móvil es fácil de usar Minus sint impedit porro.,1,2023-06-20,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Quo consequatur aliquam doloribus earum.,0,2023-06-21,Instagram
Banco BCR,Excelente servicio al cliente Laborum suscipit rerum dolorum consequuntur eius enim.,1,2023-06-21,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Neque natus vero mollitia.,1,2023-06-21,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Sequi odit cumque totam esse dolor quam accusantium.,0,2023-06-22,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Ipsam est debitis aut.,0,2023-06-22,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Ullam sequi vel tempore doloribus.,0,2023-06-22,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Odio fuga nam iste repellendus.,0,2023-06-23,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Fuga harum quas sed distinctio maiores delectus.,1,2023-06-23,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Suscipit ducimus atque quisquam nesciunt blanditiis expedita tempore.,0,2023-06-23,Facebook
Banco BCR,La aplicación móvil es fácil de usar Veniam aspernatur aliquid omnis sed repudiandae.,1,2023-06-24,Twitter
Banco Popular,El proceso de solicitud de préstamo fue rápido Cum rem eligendi.,1,2023-06-24,Facebook
Banco Nacional,Tengo problemas para acceder a mi cuenta In accusamus esse provident optio facere.,0,2023-06-24,Twitter
Banco BCR,La aplicación móvil es fácil de usar Molestiae possimus esse impedit molestias magni deleniti.,1,2023-06-25,Facebook
Banco Popular,Excelente servicio al cliente Quo magnam ea inventore molestias laborum voluptatem.,1,2023-06-25,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Est reprehenderit ipsam illum debitis provident animi assumenda.,0,2023-06-25,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Distinctio maxime minima reiciendis aliquid harum modi.,0,2023-06-26,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Ut esse saepe magni reprehenderit.,1,2023-06-26,Twitter
Banco BCR,Excelente servicio al cliente Voluptas corrupti culpa a labore.,1,2023-06-26,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Optio optio minima illo enim atque debitis voluptatem.,1,2023-06-27,Facebook
Banco Popular,La aplicación móvil es fácil de usar Commodi distinctio minima eius odio expedita eligendi.,1,2023-06-27,Facebook
Banco Popular,La aplicación móvil es fácil de usar Asperiores molestiae exercitationem nulla laudantium natus tempora.,1,2023-06-27,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Sint laborum iure voluptas excepturi non.,0,2023-06-28,Instagram
Banco BCR,Excelente servicio al cliente Quam voluptatem nobis praesentium nesciunt tempore voluptatibus.,1,2023-06-28,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Cumque neque voluptatum quae nesciunt tenetur quod.,0,2023-06-28,Instagram
Banco Nacional,Excelente servicio al cliente Enim eveniet ipsum.,1,2023-06-29,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables In nobis possimus placeat ad.,0,2023-06-29,Facebook
Banco Nacional,Excelente servicio al cliente Hic labore exercitationem id soluta fugiat consectetur.,1,2023-06-29,Twitter
Banco Popular,Excelente servicio al cliente Corrupti corrupti ut magnam occaecati quia.,1,2023-06-30,Facebook
Banco BCR,La aplicación móvil es fácil de usar Assumenda inventore tempora quasi.,1,2023-06-30,Facebook
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Voluptatem a ut tenetur.,0,2023-06-30,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Neque minima aspernatur explicabo sint facilis.,0,2023-07-01,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Officia tempore quod mollitia alias totam doloribus.,0,2023-07-01,Twitter
Banco Popular,Excelente servicio al cliente Excepturi adipisci eius similique aperiam.,1,2023-07-01,Instagram
Banco Popular,La aplicación móvil es fácil de usar Rerum repellat qui doloribus impedit.,1,2023-07-02,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Vero incidunt quo quos vero.,1,2023-07-02,Instagram
Banco Nacional,Excelente servicio al cliente Ex ipsum quisquam dolor voluptatem.,1,2023-07-02,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Ab odio fuga aut rerum explicabo.,1,2023-07-03,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Nesciunt distinctio harum magni.,0,2023-07-03,Instagram
Banco BCR,Excelente servicio al cliente Fugiat recusandae aliquid vitae ullam fugit.,1,2023-07-03,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Nihil recusandae iste voluptatum minima eveniet.,1,2023-07-04,Facebook
Banco BCR,La aplicación móvil es fácil de usar Nisi similique reprehenderit molestias odio accusantium earum.,1,2023-07-04,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Occaecati distinctio fugiat totam sit.,0,2023-07-04,Twitter
Banco Popular,Excelente servicio al cliente Consectetur quidem odit illo et corporis.,1,2023-07-05,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Blanditiis repellat sapiente occaecati atque laboriosam delectus.,0,2023-07-05,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Quidem harum quae debitis.,0,2023-07-05,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Accusamus ipsa aliquam hic laudantium in.,0,2023-07-06,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Beatae perspiciatis facere molestias.,0,2023-07-06,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Reprehenderit ea iusto.,1,2023-07-06,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Officia eius consectetur adipisci rerum.,0,2023-07-07,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Optio consequuntur suscipit enim tenetur.,1,2023-07-07,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Explicabo vero debitis accusamus consequatur veritatis.,0,2023-07-07,Instagram
Banco BCR,Excelente servicio al cliente Odit unde sint expedita officia tempora est.,1,2023-07-08,Twitter
Banco Popular,Excelente servicio al cliente Reiciendis iste doloremque est.,1,2023-07-08,Instagram
Banco BCR,La aplicación móvil es fácil de usar Sint nam sed voluptatum.,1,2023-07-08,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Perferendis fuga debitis eveniet incidunt recusandae.,1,2023-07-09,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Voluptatum at doloribus quod.,0,2023-07-09,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Magnam esse voluptas repudiandae expedita numquam.,0,2023-07-09,Facebook
Banco Nacional,El proceso de solicitud de préstamo fue rápido Ducimus doloremque illo dolore labore illo.,1,2023-07-10,Twitter
Banco BCR,Excelente servicio al cliente Tempore odio occaecati illum eligendi.,1,2023-07-10,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Perspiciatis natus ipsum dolor repudiandae.,1,2023-07-10,Facebook
Banco Popular,Excelente servicio al cliente Omnis quibusdam aspernatur rem.,1,2023-07-11,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Rem incidunt minima nihil unde dolorem ipsam.,0,2023-07-11,Facebook
Banco Nacional,Excelente servicio al cliente Voluptatum quas unde architecto fugit aliquam explicabo.,1,2023-07-11,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Asperiores numquam eligendi modi corporis corporis eaque odio.,0,2023-07-12,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Facere expedita ad est itaque incidunt ab ab.,0,2023-07-12,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Esse quaerat unde reprehenderit eum quasi.,0,2023-07-12,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Eaque quos ullam impedit.,1,2023-07-13,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Voluptates dolor laudantium voluptate commodi iusto.,0,2023-07-13,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Impedit molestiae eveniet commodi.,0,2023-07-13,Instagram
Banco Popular,La aplicación móvil es fácil de usar Molestias voluptatem doloribus enim.,1,2023-07-14,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Nihil nobis iste aliquid exercitationem ea aliquid.,0,2023-07-14,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Delectus ipsam ratione nobis vitae explicabo labore facilis.,1,2023-07-14,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Ratione aliquam rem ullam dolorum tenetur est.,1,2023-07-15,Twitter
Banco Nacional,Tengo problemas para acceder a mi cuenta Suscipit ex occaecati quidem ex tenetur ducimus vel.,0,2023-07-15,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Repudiandae cumque repellat beatae nam voluptatem nesciunt.,0,2023-07-15,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Ipsa omnis repudiandae minima vel vel.,0,2023-07-16,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Placeat sequi dolores temporibus odit totam reiciendis.,0,2023-07-16,Twitter
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables A in doloribus inventore fuga vitae.,0,2023-07-16,Instagram
Banco BCR,La aplicación móvil es fácil de usar Delectus blanditiis fugiat.,1,2023-07-17,Instagram
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Dolores quasi minima.,0,2023-07-17,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Doloribus nostrum earum sunt.,0,2023-07-17,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Id natus aliquam adipisci saepe distinctio illo.,1,2023-07-18,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Ullam ducimus natus ducimus.,0,2023-07-18,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Ipsa ipsum veniam non perspiciatis.,1,2023-07-18,Instagram
Banco Popular,Tengo problemas para acceder a mi cuenta Consequuntur nemo ipsum eos.,0,2023-07-19,Twitter
Banco Nacional,Excelente servicio al cliente Porro voluptatibus vel eum neque labore.,1,2023-07-19,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Ipsam eligendi quasi quae hic.,0,2023-07-19,Twitter
Banco Nacional,Excelente servicio al cliente Nisi molestias fuga.,1,2023-07-20,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Repellendus magnam ullam maiores eius.,0,2023-07-20,Twitter
Banco BCR,Excelente servicio al cliente Perferendis id illum voluptatem necessitatibus ipsum saepe.,1,2023-07-20,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Repellendus suscipit iure quae.,1,2023-07-21,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Nostrum totam maxime officiis.,0,2023-07-21,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Occaecati pariatur ipsa facilis quibusdam odio eaque dolores.,0,2023-07-21,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Similique temporibus ab minus ab earum.,1,2023-07-22,Instagram
Banco Popular,La aplicación móvil es fácil de usar Alias architecto voluptas.,1,2023-07-22,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Laudantium repudiandae a quos.,1,2023-07-22,Facebook
Banco BCR,La aplicación móvil es fácil de usar Harum fugiat possimus optio facilis.,1,2023-07-23,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Alias cupiditate aut voluptas.,0,2023-07-23,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Esse laboriosam fugit fuga minus.,0,2023-07-23,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Quae porro nisi ut repudiandae.,0,2023-07-24,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Reprehenderit ipsa id facilis.,1,2023-07-24,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Quae qui sit nihil aliquid nam.,0,2023-07-24,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Mollitia ea minus ullam occaecati.,0,2023-07-25,Instagram
Banco Nacional,Los cargos de la cuenta son demasiado altos Rerum quisquam quo accusantium nam facere.,0,2023-07-25,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Eligendi optio et.,1,2023-07-25,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Fugit ullam eos occaecati deserunt enim suscipit doloribus.,1,2023-07-26,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Hic magnam sint distinctio accusantium veniam.,0,2023-07-26,Facebook
Banco BCR,La aplicación móvil es fácil de usar Exercitationem cupiditate cumque voluptates amet.,1,2023-07-26,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Quisquam illo officiis ab placeat dolorum.,0,2023-07-27,Twitter
Banco Nacional,Excelente servicio al cliente Atque non tenetur aliquid.,1,2023-07-27,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Labore dolores nostrum voluptatum qui porro enim totam.,0,2023-07-27,Facebook
Banco Nacional,Los cargos de la cuenta son demasiado altos Voluptatem nisi accusantium.,0,2023-07-28,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Est a accusantium iste iure earum minus.,1,2023-07-28,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Unde doloribus ullam quidem deleniti.,1,2023-07-28,Instagram
Banco Nacional,Excelente servicio al cliente Aut quasi inventore expedita.,1,2023-07-29,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Error reprehenderit culpa quae nesciunt libero.,0,2023-07-29,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Dicta repellat quibusdam officia neque quibusdam ipsa quis.,0,2023-07-29,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Cupiditate autem nobis porro.,1,2023-07-30,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Facere ut veritatis sit reiciendis illum.,0,2023-07-30,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Dignissimos ipsam nam facilis veritatis ipsam est.,0,2023-07-30,Facebook
Banco Popular,La aplicación móvil es fácil de usar Adipisci minima ex repudiandae iusto.,1,2023-07-31,Instagram
Banco Popular,La aplicación móvil es fácil de usar Consectetur quisquam minus error eos adipisci dolor.,1,2023-07-31,Instagram
Banco BCR,La aplicación móvil es fácil de usar Tempora corporis autem doloribus optio delectus.,1,2023-07-31,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Fugit rem nihil fugit sint.,0,2023-08-01,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Libero officiis eligendi suscipit laborum.,0,2023-08-01,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Alias velit beatae.,1,2023-08-01,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Neque corporis itaque quas fugiat neque.,0,2023-08-02,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Deleniti doloremque porro vero consequatur facere nobis.,0,2023-08-02,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Ratione quidem quos minus perspiciatis eaque eos aperiam.,0,2023-08-02,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Dolor sed nemo facere eos commodi.,0,2023-08-03,Facebook
Banco BCR,Excelente servicio al cliente Facere eaque dolor tempora magni.,1,2023-08-03,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Vitae repudiandae sunt dignissimos non omnis libero.,1,2023-08-03,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Vel laborum aspernatur adipisci perferendis.,1,2023-08-04,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Voluptates nisi ipsam non dolorum.,1,2023-08-04,Instagram
Banco BCR,El proceso de solicitud de préstamo fue rápido Magni eum rem dolor quis eos autem.,1,2023-08-04,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Consequatur officia autem.,0,2023-08-05,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Dolore optio assumenda impedit.,0,2023-08-05,Twitter
Banco Nacional,El proceso de solicitud de préstamo fue rápido Nisi quis quia quidem iste distinctio.,1,2023-08-05,Twitter
Banco Popular,Los cargos de la cuenta son demasiado altos Asperiores suscipit consequatur temporibus fuga.,0,2023-08-06,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Eaque magni fugiat libero magnam.,1,2023-08-06,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Impedit accusantium molestiae distinctio commodi dicta.,0,2023-08-06,Facebook
Banco Popular,Los cargos de la cuenta son demasiado altos Voluptatibus harum aliquam qui.,0,2023-08-07,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Cumque architecto libero consectetur ipsa.,1,2023-08-07,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Blanditiis ipsam ex voluptatibus.,0,2023-08-07,Instagram
Banco Nacional,Excelente servicio al cliente Blanditiis reprehenderit officia quod earum reprehenderit praesentium.,1,2023-08-08,Instagram
Banco Nacional,Excelente servicio al cliente Aliquam quibusdam ut.,1,2023-08-08,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Atque voluptates reprehenderit dolor iure eum numquam tempora.,0,2023-08-08,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido Corrupti nostrum quis dolorum repellendus culpa odio.,1,2023-08-09,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Ratione sunt ut corporis vel consequuntur ullam.,0,2023-08-09,Facebook
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Esse veniam alias ullam aliquam.,0,2023-08-09,Twitter
Banco BCR,Tengo problemas para acceder a mi cuenta Iure magnam cumque animi numquam.,0,2023-08-10,Instagram
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Itaque reiciendis magni quam quis quo vero.,0,2023-08-10,Facebook
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Labore pariatur ducimus rem cupiditate.,0,2023-08-10,Instagram
Banco Popular,La aplicación móvil es fácil de usar In fugiat voluptatem similique officiis.,1,2023-08-11,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Beatae assumenda sequi ea soluta vero facere.,0,2023-08-11,Instagram
Banco BCR,Excelente servicio al cliente Facere occaecati modi labore.,1,2023-08-11,Instagram
Banco BCR,Excelente servicio al cliente Possimus exercitationem iusto molestias nemo consequuntur.,1,2023-08-12,Facebook
Banco Popular,Excelente servicio al cliente Temporibus non facere.,1,2023-08-12,Facebook
Banco BCR,Excelente servicio al cliente Alias voluptatem molestiae id animi.,1,2023-08-12,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Quidem necessitatibus temporibus dolorem hic similique.,0,2023-08-13,Instagram
Banco BCR,Tengo problemas para acceder a mi cuenta Accusamus consequuntur quis.,0,2023-08-13,Facebook
Banco BCR,La aplicación móvil es fácil de usar Tenetur consequatur eligendi tempore praesentium eaque.,1,2023-08-13,Instagram
Banco Nacional,Tengo problemas para acceder a mi cuenta Ad culpa asperiores saepe aliquam dicta.,0,2023-08-14,Facebook
Banco Popular,El proceso de solicitud de préstamo fue rápido Et quia nesciunt corporis nam.,1,2023-08-14,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Similique recusandae sed modi reprehenderit vel.,0,2023-08-14,Instagram
Banco Popular,Excelente servicio al cliente Molestiae aut provident nisi error corporis fugiat.,1,2023-08-15,Instagram
Banco BCR,Los tiempos de espera en atención al cliente son inaceptables Inventore placeat ratione.,0,2023-08-15,Facebook
Banco Popular,La aplicación móvil es fácil de usar Alias consequatur ratione pariatur.,1,2023-08-15,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Dolores labore soluta ex nesciunt delectus eaque natus.,1,2023-08-16,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Provident dolore explicabo temporibus.,0,2023-08-16,Twitter
Banco BCR,La aplicación móvil es fácil de usar Ipsa eius omnis iste placeat blanditiis optio.,1,2023-08-16,Twitter
Banco BCR,Los cargos de la cuenta son demasiado altos Corporis quos voluptatum incidunt sequi.,0,2023-08-17,Instagram
Banco Popular,Excelente servicio al cliente Aut odit animi earum.,1,2023-08-17,Twitter
Banco Popular,Excelente servicio al cliente Architecto sed possimus.,1,2023-08-17,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Possimus quas qui nesciunt incidunt delectus totam assumenda.,0,2023-08-18,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Tenetur deleniti vel dolores numquam dolorem.,1,2023-08-18,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos Quis possimus officiis amet earum.,0,2023-08-18,Instagram
Banco Popular,Excelente servicio al cliente Ea laudantium voluptates consectetur unde rem nesciunt.,1,2023-08-19,Facebook
Banco BCR,Los cargos de la cuenta son demasiado altos Exercitationem necessitatibus optio natus facilis quasi.,0,2023-08-19,Facebook
Banco BCR,El proceso de solicitud de préstamo fue rápido Sunt dignissimos quibusdam numquam nostrum quaerat vitae.,1,2023-08-19,Twitter
Banco Popular,Tengo problemas para acceder a mi cuenta Pariatur tempora repellendus dolorum harum quibusdam eius.,0,2023-08-20,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Ex dicta neque porro.,1,2023-08-20,Instagram
Banco BCR,La aplicación móvil es fácil de usar Eligendi aliquid quis perferendis officia itaque ipsum molestias.,1,2023-08-20,Facebook
Banco Nacional,La aplicación móvil es fácil de usar Veritatis distinctio doloribus cumque.,1,2023-08-21,Instagram
Banco Popular,Los cargos de la cuenta son demasiado altos Vitae est doloremque est.,0,2023-08-21,Twitter
Banco Popular,Los tiempos de espera en atención al cliente son inaceptables Ullam assumenda earum repudiandae ipsa.,0,2023-08-21,Twitter
Banco Nacional,Los cargos de la cuenta son demasiado altos Adipisci nemo natus aut eaque alias.,0,2023-08-22,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Cumque voluptas nam adipisci ab eaque quo.,1,2023-08-22,Twitter
Banco BCR,El proceso de solicitud de préstamo fue rápido In vitae quidem quidem.,1,2023-08-22,Instagram
Banco Nacional,La aplicación móvil es fácil de usar Exercitationem et aliquam accusantium laboriosam.,1,2023-08-23,Instagram
Banco BCR,Los cargos de la cuenta son demasiado altos A ea ab in tempore sed.,0,2023-08-23,Facebook
Banco BCR,La aplicación móvil es fácil de usar Praesentium culpa eum veniam.,1,2023-08-23,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Repellendus ut veritatis maiores aliquid labore nesciunt.,0,2023-08-24,Twitter
Banco Nacional,Los tiempos de espera en atención al cliente son inaceptables Assumenda eum eius nemo harum.,0,2023-08-24,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Eligendi sapiente aut alias id.,1,2023-08-24,Instagram
Banco Nacional,El proceso de solicitud de préstamo fue rápido Laudantium quidem rem reiciendis itaque deserunt minima.,1,2023-08-25,Facebook
Banco Nacional,Excelente servicio al cliente Provident corrupti omnis explicabo quis perspiciatis.,1,2023-08-25,Twitter
Banco Nacional,La aplicación móvil es fácil de usar Earum aut quam odit dolorem quia voluptas reprehenderit.,1,2023-08-25,Instagram
Banco Popular,El proceso de solicitud de préstamo fue rápido Tenetur fugiat pariatur illum.,1,2023-08-26,Facebook
Banco BCR,Tengo problemas para acceder a mi cuenta Cupiditate mollitia veniam minus impedit aperiam.,0,2023-08-26,Facebook
Banco Popular,Tengo problemas para acceder a mi cuenta Sint quis dignissimos dolorum quidem.,0,2023-08-26,Twitter
